 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,1.000,0.000,0.000,0.092,0.593,0.491,0.000,0.333,0.604,0.000,0.000,0.060,0.127,0.000,0.143
model.000.01.pdb,0.000,1.000,0.302,0.040,0.013,0.000,0.358,0.101,0.000,0.175,0.333,0.119,0.042,0.767,0.103
model.000.02.pdb,0.000,0.302,1.000,0.000,0.000,0.000,0.196,0.000,0.000,0.353,0.558,0.000,0.000,0.340,0.000
model.000.03.pdb,0.092,0.040,0.000,1.000,0.164,0.000,0.101,0.110,0.077,0.000,0.000,0.400,0.681,0.039,0.519
model.000.04.pdb,0.593,0.013,0.000,0.164,1.000,0.266,0.000,0.516,0.359,0.000,0.000,0.197,0.188,0.012,0.262
model.000.05.pdb,0.491,0.000,0.000,0.000,0.266,1.000,0.000,0.115,0.667,0.000,0.000,0.000,0.027,0.000,0.000
model.000.06.pdb,0.000,0.358,0.196,0.101,0.000,0.000,1.000,0.000,0.000,0.220,0.207,0.123,0.090,0.321,0.090
model.000.07.pdb,0.333,0.101,0.000,0.110,0.516,0.115,0.000,1.000,0.177,0.000,0.037,0.215,0.100,0.113,0.275
model.000.08.pdb,0.604,0.000,0.000,0.077,0.359,0.667,0.000,0.177,1.000,0.000,0.000,0.000,0.110,0.000,0.038
model.000.09.pdb,0.000,0.175,0.353,0.000,0.000,0.000,0.220,0.000,0.000,1.000,0.200,0.000,0.000,0.169,0.000
model.000.10.pdb,0.000,0.333,0.558,0.000,0.000,0.000,0.207,0.037,0.000,0.200,1.000,0.000,0.000,0.423,0.000
model.000.11.pdb,0.060,0.119,0.000,0.400,0.197,0.000,0.123,0.215,0.000,0.000,0.000,1.000,0.367,0.079,0.675
model.000.12.pdb,0.127,0.042,0.000,0.681,0.188,0.027,0.090,0.100,0.110,0.000,0.000,0.367,1.000,0.027,0.462
model.000.13.pdb,0.000,0.767,0.340,0.039,0.012,0.000,0.321,0.113,0.000,0.169,0.423,0.079,0.027,1.000,0.069
model.000.14.pdb,0.143,0.103,0.000,0.519,0.262,0.000,0.090,0.275,0.038,0.000,0.000,0.675,0.462,0.069,1.000
