Repebodies,A10,G3,A4,B10,C6,D3,B3
A10,0.0,1.0,0.7666499999999999,0.7,0.8667,0.7666499999999999,0.7333
G3,1.0,0.0,0.6333,0.7,0.7333,0.63335,0.8
A4,0.7666499999999999,0.6333,0.0,0.36665,0.56665,0.43335,0.5
B10,0.7,0.7,0.36665,0.0,0.23335,0.3333,0.3
C6,0.8667,0.7333,0.56665,0.23335,0.0,0.36665,0.3
D3,0.7666499999999999,0.63335,0.43335,0.3333,0.36665,0.0,0.5
B3,0.7333,0.8,0.5,0.3,0.3,0.5,0.0
