Repebodies,A10,G3,A4,B10,C6,D3,B3
A10,0.0,0.66665,0.63335,0.4667,0.6,0.63335,0.6
G3,0.66665,0.0,0.2332999999999999,0.3,0.3,0.2,0.36665
A4,0.63335,0.2332999999999999,0.0,0.1332999999999999,0.2,0.1667,0.1666499999999999
B10,0.4667,0.3,0.1332999999999999,0.0,0.1,0.23335,0.1332999999999999
C6,0.6,0.3,0.2,0.1,0.0,0.0667,0.1
D3,0.63335,0.2,0.1667,0.23335,0.0667,0.0,0.2
B3,0.6,0.36665,0.1666499999999999,0.1332999999999999,0.1,0.2,0.0
