Repebodies,A10,G3,A4,B10,C6,D3,B3
A10,0.0,0.8,0.6667000000000001,0.6,0.8,0.7,0.7333
G3,0.8,0.0,0.3333500000000001,0.53335,0.56665,0.3,0.56665
A4,0.6667000000000001,0.3333500000000001,0.0,0.23335,0.2666499999999999,0.23335,0.2666499999999999
B10,0.6,0.53335,0.23335,0.0,0.1,0.23335,0.2666499999999999
C6,0.8,0.56665,0.2666499999999999,0.1,0.0,0.1332999999999999,0.1332999999999999
D3,0.7,0.3,0.23335,0.23335,0.1332999999999999,0.0,0.2667
B3,0.7333,0.56665,0.2666499999999999,0.2666499999999999,0.1332999999999999,0.2667,0.0
