 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.438,0.659,0.543,0.148,0.115
model.000.01.pdb,0.318,0.319,0.395,0.085,0.357
model.000.02.pdb,0.200,0.188,0.254,0.226,0.667
model.000.03.pdb,0.293,0.612,0.453,0.097,0.120
model.000.04.pdb,0.340,0.562,0.431,0.123,0.113
