 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.211,0.333,0.200,0.340,0.340
model.000.01.pdb,0.167,0.145,0.136,0.322,0.182
model.000.02.pdb,0.588,0.101,0.636,0.500,0.705
model.000.03.pdb,0.242,0.440,0.283,0.340,0.392
model.000.04.pdb,0.209,0.520,0.241,0.316,0.339
