 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.164,0.581,0.069,0.104,0.354
model.000.01.pdb,0.047,0.163,0.347,0.312,0.038
model.000.02.pdb,0.066,0.127,0.509,0.711,0.030
model.000.03.pdb,0.235,0.542,0.064,0.081,0.291
model.000.04.pdb,0.143,0.667,0.068,0.101,0.457
