 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.400,0.644,0.674,0.125,0.275
model.000.01.pdb,0.047,0.203,0.190,0.000,0.090
model.000.02.pdb,0.185,0.174,0.254,0.167,0.759
model.000.03.pdb,0.357,0.667,0.529,0.113,0.160
model.000.04.pdb,0.000,0.045,0.046,0.000,0.000
