 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,1.000,0.135,0.088,0.180,0.455
model.000.01.pdb,0.135,1.000,0.145,0.000,0.066
model.000.02.pdb,0.088,0.145,1.000,0.027,0.283
model.000.03.pdb,0.180,0.000,0.027,1.000,0.258
model.000.04.pdb,0.455,0.066,0.283,0.258,1.000
