 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.488,0.151,0.291,0.228,0.000
model.000.01.pdb,0.274,0.689,0.147,0.269,0.250
model.000.02.pdb,0.490,0.217,0.122,0.608,0.059
model.000.03.pdb,0.500,0.113,0.436,0.300,0.000
model.000.04.pdb,0.490,0.090,0.596,0.281,0.000
