 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.129,0.438,0.219,0.271,0.158
model.000.01.pdb,0.490,0.158,0.056,0.029,0.145
model.000.02.pdb,0.117,0.101,0.635,0.673,0.014
model.000.03.pdb,0.133,0.596,0.105,0.141,0.358
model.000.04.pdb,0.316,0.083,0.000,0.000,0.069
