 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.068,0.129,0.194,0.099,0.149
model.000.01.pdb,0.545,0.000,0.600,0.360,0.523
model.000.02.pdb,0.100,0.500,0.058,0.000,0.134
model.000.03.pdb,0.194,0.364,0.148,0.000,0.197
model.000.04.pdb,0.327,0.000,0.245,0.354,0.208
