 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.068,0.545,0.100,0.194,0.327
model.000.01.pdb,0.129,0.000,0.500,0.364,0.000
model.000.02.pdb,0.194,0.600,0.058,0.148,0.245
model.000.03.pdb,0.099,0.360,0.000,0.000,0.354
model.000.04.pdb,0.149,0.523,0.134,0.197,0.208
