 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.266,0.127,0.000,0.113,0.041
model.000.01.pdb,0.000,0.628,0.029,0.053,0.179
model.000.02.pdb,0.429,0.068,0.246,0.725,0.531
model.000.03.pdb,0.222,0.101,0.258,0.604,0.600
model.000.04.pdb,0.000,0.426,0.062,0.000,0.068
