 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.500,0.488,0.279,0.446,0.400
model.000.01.pdb,0.309,0.089,0.056,0.418,0.298
model.000.02.pdb,0.093,0.420,0.809,0.128,0.105
model.000.03.pdb,0.588,0.250,0.167,0.611,0.694
model.000.04.pdb,0.076,0.000,0.014,0.100,0.106
