 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.562,0.125,0.171,0.500,0.014
model.000.01.pdb,0.070,0.058,0.383,0.012,0.014
model.000.02.pdb,0.543,0.308,0.130,0.540,0.081
model.000.03.pdb,0.136,0.161,0.000,0.328,0.246
model.000.04.pdb,0.644,0.246,0.209,0.538,0.061
