 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.014,0.100,0.119,0.000,0.110
model.000.01.pdb,0.432,0.558,0.477,0.217,0.110
model.000.02.pdb,0.125,0.118,0.156,0.102,0.731
model.000.03.pdb,0.190,0.159,0.268,0.240,0.642
model.000.04.pdb,0.364,0.280,0.170,0.262,0.040
