 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.000,0.322,0.000,0.027,0.041
model.000.01.pdb,0.577,0.085,0.490,0.652,0.490
model.000.02.pdb,0.024,0.113,0.056,0.000,0.026
model.000.03.pdb,0.071,0.654,0.093,0.090,0.118
model.000.04.pdb,0.182,0.553,0.211,0.241,0.286
