 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.488,0.274,0.490,0.500,0.490
model.000.01.pdb,0.151,0.689,0.217,0.113,0.090
model.000.02.pdb,0.291,0.147,0.122,0.436,0.596
model.000.03.pdb,0.228,0.269,0.608,0.300,0.281
model.000.04.pdb,0.000,0.250,0.059,0.000,0.000
