 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.029,0.579,0.078,0.158,0.390
model.000.01.pdb,0.060,0.245,0.000,0.000,0.349
model.000.02.pdb,0.396,0.185,0.028,0.014,0.130
model.000.03.pdb,0.037,0.138,0.660,0.778,0.060
model.000.04.pdb,0.152,0.435,0.119,0.220,0.189
