 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.538,0.000,0.490,0.429,0.463
model.000.01.pdb,0.172,0.310,0.109,0.000,0.194
model.000.02.pdb,0.578,0.000,0.523,0.315,0.522
model.000.03.pdb,0.480,0.014,0.591,0.254,0.553
model.000.04.pdb,0.644,0.027,0.522,0.194,0.521
