 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.538,0.172,0.578,0.480,0.644
model.000.01.pdb,0.000,0.310,0.000,0.014,0.027
model.000.02.pdb,0.490,0.109,0.523,0.591,0.522
model.000.03.pdb,0.429,0.000,0.315,0.254,0.194
model.000.04.pdb,0.463,0.194,0.522,0.553,0.521
