 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.065,0.275,0.000,0.213,0.419
model.000.01.pdb,0.209,0.290,0.000,0.099,0.118
model.000.02.pdb,0.013,0.604,0.039,0.062,0.197
model.000.03.pdb,0.057,0.281,0.087,0.323,0.605
model.000.04.pdb,0.130,0.222,0.129,0.433,0.738
