 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.068,0.119,0.308,0.000,0.072
model.000.01.pdb,0.481,0.321,0.091,0.627,0.090
model.000.02.pdb,0.000,0.000,0.211,0.000,0.000
model.000.03.pdb,0.194,0.051,0.691,0.095,0.000
model.000.04.pdb,0.404,0.077,0.633,0.197,0.000
