 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.000,0.577,0.024,0.071,0.182
model.000.01.pdb,0.322,0.085,0.113,0.654,0.553
model.000.02.pdb,0.000,0.490,0.056,0.093,0.211
model.000.03.pdb,0.027,0.652,0.000,0.090,0.241
model.000.04.pdb,0.041,0.490,0.026,0.118,0.286
