 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.029,0.060,0.396,0.037,0.152
model.000.01.pdb,0.579,0.245,0.185,0.138,0.435
model.000.02.pdb,0.078,0.000,0.028,0.660,0.119
model.000.03.pdb,0.158,0.000,0.014,0.778,0.220
model.000.04.pdb,0.390,0.349,0.130,0.060,0.189
