 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.565,0.136,0.615,0.347,0.692
model.000.01.pdb,0.327,0.000,0.185,0.196,0.136
model.000.02.pdb,0.188,0.060,0.136,0.296,0.148
model.000.03.pdb,0.162,0.588,0.185,0.176,0.231
model.000.04.pdb,0.444,0.197,0.500,0.500,0.565
