 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.609,0.014,0.667,0.276,0.659
model.000.01.pdb,0.286,0.123,0.204,0.033,0.319
model.000.02.pdb,0.185,0.345,0.159,0.000,0.226
model.000.03.pdb,0.429,0.013,0.652,0.333,0.580
model.000.04.pdb,0.434,0.000,0.600,0.382,0.500
