 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.396,0.049,0.138,0.460,0.000
model.000.01.pdb,0.079,0.161,0.000,0.254,0.208
model.000.02.pdb,0.203,0.659,0.054,0.283,0.288
model.000.03.pdb,0.328,0.040,0.692,0.176,0.000
model.000.04.pdb,0.622,0.250,0.231,0.519,0.045
