 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.063,0.682,0.064,0.159,0.543
model.000.01.pdb,0.129,0.095,0.592,0.531,0.015
model.000.02.pdb,0.042,0.711,0.072,0.183,0.442
model.000.03.pdb,0.164,0.545,0.100,0.138,0.275
model.000.04.pdb,0.099,0.511,0.116,0.194,0.354
