 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.569,0.150,0.153,0.509,0.673
model.000.01.pdb,0.103,0.422,0.625,0.110,0.069
model.000.02.pdb,0.543,0.176,0.194,0.426,0.553
model.000.03.pdb,0.609,0.312,0.149,0.667,0.551
model.000.04.pdb,0.542,0.260,0.185,0.455,0.490
