 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.286,0.322,0.667,0.291,0.230
model.000.01.pdb,0.368,0.155,0.208,0.500,0.600
model.000.02.pdb,0.294,0.095,0.114,0.480,0.625
model.000.03.pdb,0.278,0.424,0.558,0.242,0.209
model.000.04.pdb,0.182,0.270,0.604,0.217,0.185
