 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.500,0.175,0.346,0.127,0.600
model.000.01.pdb,0.196,0.018,0.093,0.380,0.326
model.000.02.pdb,0.150,0.000,0.043,0.660,0.230
model.000.03.pdb,0.358,0.281,0.382,0.103,0.500
model.000.04.pdb,0.417,0.302,0.309,0.123,0.451
