 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.400,0.047,0.185,0.357,0.000
model.000.01.pdb,0.644,0.203,0.174,0.667,0.045
model.000.02.pdb,0.674,0.190,0.254,0.529,0.046
model.000.03.pdb,0.125,0.000,0.167,0.113,0.000
model.000.04.pdb,0.275,0.090,0.759,0.160,0.000
