 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.442,0.186,0.500,0.327,0.533
model.000.01.pdb,0.519,0.175,0.489,0.622,0.521
model.000.02.pdb,0.453,0.241,0.511,0.543,0.479
model.000.03.pdb,0.214,0.125,0.311,0.107,0.240
model.000.04.pdb,0.134,0.660,0.151,0.145,0.208
