 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,1.000,0.175,0.255,0.500,0.422
model.000.01.pdb,0.175,1.000,0.254,0.154,0.145
model.000.02.pdb,0.255,0.254,1.000,0.286,0.246
model.000.03.pdb,0.500,0.154,0.286,1.000,0.714
model.000.04.pdb,0.422,0.145,0.246,0.714,1.000
