 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.683,0.000,0.383,0.131,0.478
model.000.01.pdb,0.622,0.000,0.605,0.237,0.714
model.000.02.pdb,0.614,0.014,0.634,0.145,0.707
model.000.03.pdb,0.265,0.086,0.184,0.069,0.196
model.000.04.pdb,0.176,0.467,0.137,0.000,0.211
