 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.164,0.047,0.066,0.235,0.143
model.000.01.pdb,0.581,0.163,0.127,0.542,0.667
model.000.02.pdb,0.069,0.347,0.509,0.064,0.068
model.000.03.pdb,0.104,0.312,0.711,0.081,0.101
model.000.04.pdb,0.354,0.038,0.030,0.291,0.457
