 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,1.000,0.478,0.404,0.326,0.188
model.000.01.pdb,0.478,1.000,0.591,0.130,0.162
model.000.02.pdb,0.404,0.591,1.000,0.180,0.254
model.000.03.pdb,0.326,0.130,0.180,1.000,0.172
model.000.04.pdb,0.188,0.162,0.254,0.172,1.000
