 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.737,0.098,0.167,0.212,0.600
model.000.01.pdb,0.000,0.000,0.044,0.373,0.000
model.000.02.pdb,0.476,0.125,0.347,0.152,0.700
model.000.03.pdb,0.200,0.718,0.186,0.000,0.125
model.000.04.pdb,0.477,0.100,0.302,0.234,0.775
