 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,1.000,0.217,0.277,0.491,0.043
model.000.01.pdb,0.217,1.000,0.096,0.274,0.255
model.000.02.pdb,0.277,0.096,1.000,0.171,0.013
model.000.03.pdb,0.491,0.274,0.171,1.000,0.083
model.000.04.pdb,0.043,0.255,0.013,0.083,1.000
