 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.286,0.368,0.294,0.278,0.182
model.000.01.pdb,0.322,0.155,0.095,0.424,0.270
model.000.02.pdb,0.667,0.208,0.114,0.558,0.604
model.000.03.pdb,0.291,0.500,0.480,0.242,0.217
model.000.04.pdb,0.230,0.600,0.625,0.209,0.185
