 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.000,0.000,0.106,0.277,0.014
model.000.01.pdb,0.417,0.255,0.358,0.123,0.480
model.000.02.pdb,0.045,0.000,0.000,0.254,0.013
model.000.03.pdb,0.069,0.000,0.025,0.655,0.122
model.000.04.pdb,0.231,0.000,0.046,0.660,0.296
