 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.381,0.378,0.395,0.133,0.288
model.000.01.pdb,0.090,0.222,0.230,0.000,0.152
model.000.02.pdb,0.489,0.609,0.500,0.235,0.128
model.000.03.pdb,0.347,0.373,0.581,0.229,0.424
model.000.04.pdb,0.346,0.345,0.469,0.212,0.517
