 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,1.000,0.014,0.556,0.194,0.587
model.000.01.pdb,0.014,1.000,0.000,0.000,0.000
model.000.02.pdb,0.556,0.000,1.000,0.207,0.816
model.000.03.pdb,0.194,0.000,0.207,1.000,0.177
model.000.04.pdb,0.587,0.000,0.816,0.177,1.000
