 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.310,0.000,0.135,0.302,0.386
model.000.01.pdb,0.094,0.109,0.644,0.091,0.288
model.000.02.pdb,0.634,0.172,0.246,0.157,0.587
model.000.03.pdb,0.312,0.000,0.117,0.510,0.500
model.000.04.pdb,0.264,0.000,0.092,0.620,0.404
