 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,1.000,0.026,0.191,0.419,0.190
model.000.01.pdb,0.026,1.000,0.000,0.048,0.175
model.000.02.pdb,0.191,0.000,1.000,0.290,0.152
model.000.03.pdb,0.419,0.048,0.290,1.000,0.456
model.000.04.pdb,0.190,0.175,0.152,0.456,1.000
