 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.565,0.327,0.188,0.162,0.444
model.000.01.pdb,0.136,0.000,0.060,0.588,0.197
model.000.02.pdb,0.615,0.185,0.136,0.185,0.500
model.000.03.pdb,0.347,0.196,0.296,0.176,0.500
model.000.04.pdb,0.692,0.136,0.148,0.231,0.565
