 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.211,0.167,0.588,0.242,0.209
model.000.01.pdb,0.333,0.145,0.101,0.440,0.520
model.000.02.pdb,0.200,0.136,0.636,0.283,0.241
model.000.03.pdb,0.340,0.322,0.500,0.340,0.316
model.000.04.pdb,0.340,0.182,0.705,0.392,0.339
