 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.683,0.622,0.614,0.265,0.176
model.000.01.pdb,0.000,0.000,0.014,0.086,0.467
model.000.02.pdb,0.383,0.605,0.634,0.184,0.137
model.000.03.pdb,0.131,0.237,0.145,0.069,0.000
model.000.04.pdb,0.478,0.714,0.707,0.196,0.211
