 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.014,0.013,0.000,0.000,0.385
model.000.01.pdb,0.340,0.596,0.490,0.103,0.099
model.000.02.pdb,0.090,0.000,0.014,0.294,0.230
model.000.03.pdb,0.111,0.120,0.155,0.159,0.782
model.000.04.pdb,0.314,0.246,0.353,0.224,0.604
