 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.442,0.519,0.453,0.214,0.134
model.000.01.pdb,0.186,0.175,0.241,0.125,0.660
model.000.02.pdb,0.500,0.489,0.511,0.311,0.151
model.000.03.pdb,0.327,0.622,0.543,0.107,0.145
model.000.04.pdb,0.533,0.521,0.479,0.240,0.208
