 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.310,0.094,0.634,0.312,0.264
model.000.01.pdb,0.000,0.109,0.172,0.000,0.000
model.000.02.pdb,0.135,0.644,0.246,0.117,0.092
model.000.03.pdb,0.302,0.091,0.157,0.510,0.620
model.000.04.pdb,0.386,0.288,0.587,0.500,0.404
