 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.014,0.432,0.125,0.190,0.364
model.000.01.pdb,0.100,0.558,0.118,0.159,0.280
model.000.02.pdb,0.119,0.477,0.156,0.268,0.170
model.000.03.pdb,0.000,0.217,0.102,0.240,0.262
model.000.04.pdb,0.110,0.110,0.731,0.642,0.040
