 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.400,0.032,0.341,0.000,0.442
model.000.01.pdb,0.164,0.129,0.321,0.164,0.283
model.000.02.pdb,0.630,0.000,0.578,0.271,0.574
model.000.03.pdb,0.420,0.091,0.340,0.014,0.429
model.000.04.pdb,0.339,0.188,0.268,0.014,0.370
