 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.068,0.481,0.000,0.194,0.404
model.000.01.pdb,0.119,0.321,0.000,0.051,0.077
model.000.02.pdb,0.308,0.091,0.211,0.691,0.633
model.000.03.pdb,0.000,0.627,0.000,0.095,0.197
model.000.04.pdb,0.072,0.090,0.000,0.000,0.000
