 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.569,0.103,0.543,0.609,0.542
model.000.01.pdb,0.150,0.422,0.176,0.312,0.260
model.000.02.pdb,0.153,0.625,0.194,0.149,0.185
model.000.03.pdb,0.509,0.110,0.426,0.667,0.455
model.000.04.pdb,0.673,0.069,0.553,0.551,0.490
