 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.500,0.309,0.093,0.588,0.076
model.000.01.pdb,0.488,0.089,0.420,0.250,0.000
model.000.02.pdb,0.279,0.056,0.809,0.167,0.014
model.000.03.pdb,0.446,0.418,0.128,0.611,0.100
model.000.04.pdb,0.400,0.298,0.105,0.694,0.106
