 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.649,0.088,0.083,0.230,0.426
model.000.01.pdb,0.477,0.179,0.232,0.197,0.614
model.000.02.pdb,0.465,0.067,0.218,0.305,0.769
model.000.03.pdb,0.317,0.038,0.000,0.193,0.200
model.000.04.pdb,0.145,0.000,0.051,0.824,0.232
