 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.373,0.182,0.128,0.611,0.085
model.000.01.pdb,0.267,0.090,0.729,0.139,0.014
model.000.02.pdb,0.385,0.113,0.145,0.500,0.062
model.000.03.pdb,0.562,0.309,0.155,0.588,0.092
model.000.04.pdb,0.442,0.143,0.206,0.500,0.014
