 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.129,0.490,0.117,0.133,0.316
model.000.01.pdb,0.438,0.158,0.101,0.596,0.083
model.000.02.pdb,0.219,0.056,0.635,0.105,0.000
model.000.03.pdb,0.271,0.029,0.673,0.141,0.000
model.000.04.pdb,0.158,0.145,0.014,0.358,0.069
