 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.373,0.267,0.385,0.562,0.442
model.000.01.pdb,0.182,0.090,0.113,0.309,0.143
model.000.02.pdb,0.128,0.729,0.145,0.155,0.206
model.000.03.pdb,0.611,0.139,0.500,0.588,0.500
model.000.04.pdb,0.085,0.014,0.062,0.092,0.014
