 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.014,0.340,0.090,0.111,0.314
model.000.01.pdb,0.013,0.596,0.000,0.120,0.246
model.000.02.pdb,0.000,0.490,0.014,0.155,0.353
model.000.03.pdb,0.000,0.103,0.294,0.159,0.224
model.000.04.pdb,0.385,0.099,0.230,0.782,0.604
