 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.400,0.164,0.630,0.420,0.339
model.000.01.pdb,0.032,0.129,0.000,0.091,0.188
model.000.02.pdb,0.341,0.321,0.578,0.340,0.268
model.000.03.pdb,0.000,0.164,0.271,0.014,0.014
model.000.04.pdb,0.442,0.283,0.574,0.429,0.370
